producto,year,month,day,precio_min,precio_max,precio_mean
PAPA BLANCA/VALLE/OTROS,2022,6,29,1.5,2.0,1.78
PAPA COLOR/VALLE/OTROS,2022,6,29,1.7,2.0,1.85
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,29,1.8,2.1,1.95
PAPA HUAMANTANGA,2022,6,29,1.5,2.1,1.73
PAPA NEGRA ANDINA,2022,6,29,1.5,2.0,1.73
PAPA PERUANITA (INJERTO),2022,6,29,1.8,2.0,1.93
PAPA YUNGAY,2022,6,29,1.6,1.9,1.75
PAPA UNICA,2022,6,29,1.5,2.0,1.73
PAPA CANCHAN,2022,6,29,1.5,2.0,1.73
CEBOLLA CABEZA BLANCA NACIONAL,2022,6,30,1.8,2.8,2.28
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,6,30,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,6,30,1.0,2.0,1.5
PAPA AMARILLA,2022,6,30,2.8,3.5,3.13
PAPA BLANCA/VALLE/OTROS,2022,6,30,1.5,1.9,1.73
PAPA COLOR/VALLE/OTROS,2022,6,30,1.7,2.0,1.85
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,6,30,1.8,2.1,1.95
PAPA HUAMANTANGA,2022,6,30,1.5,2.0,1.7
PAPA NEGRA ANDINA,2022,6,30,1.5,1.8,1.65
PAPA PERUANITA (INJERTO),2022,6,30,1.7,2.0,1.85
PAPA YUNGAY,2022,6,30,1.5,1.8,1.65
PAPA UNICA,2022,6,30,1.5,1.8,1.65
PAPA CANCHAN,2022,6,30,1.5,1.8,1.65
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,1,1.8,2.5,2.18
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,1,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,1,1.0,2.0,1.5
PAPA AMARILLA,2022,7,1,2.8,3.5,3.13
PAPA BLANCA/VALLE/OTROS,2022,7,1,1.5,1.9,1.73
PAPA COLOR/VALLE/OTROS,2022,7,1,1.7,2.0,1.85
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,1,1.8,2.1,1.95
PAPA HUAMANTANGA,2022,7,1,1.5,2.0,1.7
PAPA NEGRA ANDINA,2022,7,1,1.5,1.8,1.65
PAPA PERUANITA (INJERTO),2022,7,1,1.7,2.0,1.85
PAPA YUNGAY,2022,7,1,1.5,1.8,1.65
PAPA UNICA,2022,7,1,1.5,1.8,1.65
PAPA CANCHAN,2022,7,1,1.5,1.8,1.65
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,2,1.8,2.5,2.18
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,2,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,2,1.0,2.0,1.5
PAPA AMARILLA,2022,7,2,2.8,3.5,3.13
PAPA BLANCA/VALLE/OTROS,2022,7,2,1.45,1.7,1.56
PAPA COLOR/VALLE/OTROS,2022,7,2,1.4,1.8,1.6
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,2,1.4,1.9,1.68
PAPA HUAMANTANGA,2022,7,2,1.5,2.0,1.7
PAPA NEGRA ANDINA,2022,7,2,1.5,1.8,1.65
PAPA PERUANITA (INJERTO),2022,7,2,1.8,2.1,1.95
PAPA YUNGAY,2022,7,2,1.45,1.7,1.56
PAPA UNICA,2022,7,2,1.5,1.8,1.65
PAPA CANCHAN,2022,7,2,1.4,1.7,1.55
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,3,1.8,2.5,2.18
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,3,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,3,1.0,2.0,1.5
PAPA AMARILLA,2022,7,3,2.8,3.5,3.13
PAPA BLANCA/VALLE/OTROS,2022,7,3,1.45,1.7,1.56
PAPA COLOR/VALLE/OTROS,2022,7,3,1.4,1.8,1.6
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,3,1.4,1.9,1.68
PAPA HUAMANTANGA,2022,7,3,1.5,2.0,1.7
PAPA NEGRA ANDINA,2022,7,3,1.5,1.8,1.65
PAPA PERUANITA (INJERTO),2022,7,3,1.8,2.1,1.95
PAPA YUNGAY,2022,7,3,1.45,1.7,1.56
PAPA UNICA,2022,7,3,1.5,1.8,1.65
PAPA CANCHAN,2022,7,3,1.4,1.7,1.55
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,4,1.8,2.5,2.18
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,4,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,4,1.0,2.0,1.5
PAPA AMARILLA,2022,7,4,2.5,3.0,2.75
PAPA BLANCA/VALLE/OTROS,2022,7,4,1.45,1.7,1.56
PAPA COLOR/VALLE/OTROS,2022,7,4,1.4,1.8,1.6
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,4,1.6,1.9,1.75
PAPA HUAMANTANGA,2022,7,4,1.5,2.0,1.7
PAPA NEGRA ANDINA,2022,7,4,1.5,1.8,1.65
PAPA PERUANITA (INJERTO),2022,7,4,1.8,2.1,1.95
PAPA YUNGAY,2022,7,4,1.45,1.7,1.56
PAPA UNICA,2022,7,4,1.5,1.9,1.73
PAPA CANCHAN,2022,7,4,1.4,1.7,1.55
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,5,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,5,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,5,1.0,2.0,1.5
PAPA AMARILLA,2022,7,5,2.5,3.0,2.75
PAPA BLANCA/VALLE/OTROS,2022,7,5,1.45,1.7,1.56
PAPA COLOR/VALLE/OTROS,2022,7,5,1.2,1.9,1.63
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,5,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,5,1.5,2.0,1.7
PAPA NEGRA ANDINA,2022,7,5,1.7,2.0,1.85
PAPA PERUANITA (INJERTO),2022,7,5,1.9,2.3,2.08
PAPA YUNGAY,2022,7,5,1.45,1.7,1.56
PAPA UNICA,2022,7,5,1.7,1.9,1.81
PAPA CANCHAN,2022,7,5,1.2,1.7,1.48
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,6,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,6,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,6,1.0,2.0,1.5
PAPA AMARILLA,2022,7,6,2.5,3.0,2.75
PAPA BLANCA/VALLE/OTROS,2022,7,6,1.45,1.7,1.56
PAPA COLOR/VALLE/OTROS,2022,7,6,1.2,1.9,1.63
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,6,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,6,1.5,2.0,1.7
PAPA NEGRA ANDINA,2022,7,6,1.7,2.0,1.85
PAPA PERUANITA (INJERTO),2022,7,6,1.9,2.3,2.08
PAPA YUNGAY,2022,7,6,1.45,1.7,1.56
PAPA UNICA,2022,7,6,1.7,1.9,1.81
PAPA CANCHAN,2022,7,6,1.2,1.7,1.48
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,7,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,7,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,7,1.0,1.5,1.25
PAPA AMARILLA,2022,7,7,2.5,3.7,3.18
PAPA BLANCA/VALLE/OTROS,2022,7,7,1.3,1.7,1.53
PAPA COLOR/VALLE/OTROS,2022,7,7,1.2,1.8,1.59
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,7,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,7,2.0,2.4,2.2
PAPA NEGRA ANDINA,2022,7,7,1.9,2.1,2.0
PAPA PERUANITA (INJERTO),2022,7,7,1.9,2.3,2.08
PAPA YUNGAY,2022,7,7,1.3,1.7,1.53
PAPA UNICA,2022,7,7,1.65,1.8,1.73
PAPA CANCHAN,2022,7,7,1.2,1.7,1.48
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,8,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,8,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,8,1.0,1.5,1.25
PAPA AMARILLA,2022,7,8,2.5,3.7,3.18
PAPA BLANCA/VALLE/OTROS,2022,7,8,1.3,1.7,1.53
PAPA COLOR/VALLE/OTROS,2022,7,8,1.2,1.8,1.59
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,8,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,8,2.0,2.4,2.2
PAPA NEGRA ANDINA,2022,7,8,1.9,2.1,2.0
PAPA PERUANITA (INJERTO),2022,7,8,1.9,2.3,2.08
PAPA YUNGAY,2022,7,8,1.3,1.7,1.53
PAPA UNICA,2022,7,8,1.65,1.8,1.73
PAPA CANCHAN,2022,7,8,1.2,1.7,1.48
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,9,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,9,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,9,1.0,2.5,1.75
PAPA AMARILLA,2022,7,9,2.5,3.6,3.15
PAPA BLANCA/VALLE/OTROS,2022,7,9,1.3,1.7,1.53
PAPA COLOR/VALLE/OTROS,2022,7,9,1.2,1.8,1.58
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,9,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,9,2.0,2.4,2.18
PAPA NEGRA ANDINA,2022,7,9,1.9,2.1,2.0
PAPA PERUANITA (INJERTO),2022,7,9,1.9,2.3,2.08
PAPA YUNGAY,2022,7,9,1.3,1.7,1.53
PAPA UNICA,2022,7,9,1.6,1.8,1.71
PAPA CANCHAN,2022,7,9,1.2,1.7,1.48
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,10,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,10,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,10,1.0,2.5,1.75
PAPA AMARILLA,2022,7,10,2.5,3.6,3.15
PAPA BLANCA/VALLE/OTROS,2022,7,10,1.3,1.7,1.53
PAPA COLOR/VALLE/OTROS,2022,7,10,1.2,1.8,1.58
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,10,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,10,2.0,2.4,2.18
PAPA NEGRA ANDINA,2022,7,10,1.9,2.1,2.0
PAPA PERUANITA (INJERTO),2022,7,10,1.9,2.3,2.08
PAPA YUNGAY,2022,7,10,1.3,1.7,1.53
PAPA UNICA,2022,7,10,1.6,1.8,1.71
PAPA CANCHAN,2022,7,10,1.2,1.7,1.48
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,11,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,11,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,11,1.5,2.5,2.0
PAPA AMARILLA,2022,7,11,2.5,3.6,3.15
PAPA BLANCA/VALLE/OTROS,2022,7,11,1.3,1.7,1.53
PAPA COLOR/VALLE/OTROS,2022,7,11,1.2,1.8,1.58
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,11,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,11,2.0,2.4,2.18
PAPA NEGRA ANDINA,2022,7,11,1.9,2.1,2.0
PAPA PERUANITA (INJERTO),2022,7,11,1.9,2.2,2.03
PAPA YUNGAY,2022,7,11,1.3,1.7,1.53
PAPA UNICA,2022,7,11,1.4,1.7,1.58
PAPA CANCHAN,2022,7,11,1.2,1.7,1.48
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,12,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,12,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,12,1.5,2.5,2.0
PAPA AMARILLA,2022,7,12,2.6,3.6,3.23
PAPA BLANCA/VALLE/OTROS,2022,7,12,1.3,1.7,1.53
PAPA COLOR/VALLE/OTROS,2022,7,12,1.3,1.8,1.6
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,12,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,12,2.0,2.4,2.18
PAPA NEGRA ANDINA,2022,7,12,1.8,2.1,1.95
PAPA PERUANITA (INJERTO),2022,7,12,1.9,2.2,2.03
PAPA YUNGAY,2022,7,12,1.3,1.8,1.55
PAPA UNICA,2022,7,12,1.4,1.7,1.55
PAPA CANCHAN,2022,7,12,1.3,1.7,1.5
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,13,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,13,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,13,1.5,2.5,2.0
PAPA AMARILLA,2022,7,13,2.5,3.6,3.2
PAPA BLANCA/VALLE/OTROS,2022,7,13,1.3,1.7,1.53
PAPA COLOR/VALLE/OTROS,2022,7,13,1.3,1.8,1.6
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,13,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,13,2.0,2.4,2.18
PAPA NEGRA ANDINA,2022,7,13,1.8,2.1,1.95
PAPA PERUANITA (INJERTO),2022,7,13,1.9,2.2,2.03
PAPA YUNGAY,2022,7,13,1.3,1.8,1.55
PAPA UNICA,2022,7,13,1.4,1.8,1.58
PAPA CANCHAN,2022,7,13,1.3,1.7,1.5
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,14,1.8,2.2,1.98
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,14,1.6,2.2,1.9
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,14,1.5,2.5,2.0
PAPA AMARILLA,2022,7,14,2.5,3.6,3.23
PAPA BLANCA/VALLE/OTROS,2022,7,14,1.3,1.7,1.53
PAPA COLOR/VALLE/OTROS,2022,7,14,1.3,1.8,1.6
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,14,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,14,2.0,2.3,2.15
PAPA NEGRA ANDINA,2022,7,14,1.7,2.1,1.93
PAPA PERUANITA (INJERTO),2022,7,14,1.9,2.2,2.03
PAPA YUNGAY,2022,7,14,1.4,1.8,1.58
PAPA UNICA,2022,7,14,1.4,1.8,1.58
PAPA CANCHAN,2022,7,14,1.3,1.8,1.53
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,15,1.8,2.3,2.0
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,15,1.6,2.3,1.93
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,15,1.5,2.5,2.0
PAPA AMARILLA,2022,7,15,2.6,3.6,3.25
PAPA BLANCA/VALLE/OTROS,2022,7,15,1.3,1.7,1.53
PAPA COLOR/VALLE/OTROS,2022,7,15,1.4,1.8,1.63
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,15,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,15,2.0,2.3,2.15
PAPA NEGRA ANDINA,2022,7,15,1.7,2.1,1.93
PAPA PERUANITA (INJERTO),2022,7,15,1.8,2.2,1.98
PAPA YUNGAY,2022,7,15,1.4,1.8,1.58
PAPA UNICA,2022,7,15,1.4,1.8,1.58
PAPA CANCHAN,2022,7,15,1.3,1.8,1.53
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,16,1.8,2.5,2.05
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,16,1.6,2.5,2.03
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,16,1.0,2.0,1.5
PAPA AMARILLA,2022,7,16,2.6,3.6,3.25
PAPA BLANCA/VALLE/OTROS,2022,7,16,1.3,1.8,1.55
PAPA COLOR/VALLE/OTROS,2022,7,16,1.4,1.8,1.63
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,16,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,16,2.0,2.3,2.15
PAPA NEGRA ANDINA,2022,7,16,1.7,2.1,1.93
PAPA PERUANITA (INJERTO),2022,7,16,1.8,2.1,1.95
PAPA YUNGAY,2022,7,16,1.4,1.8,1.58
PAPA UNICA,2022,7,16,1.4,1.8,1.58
PAPA CANCHAN,2022,7,16,1.3,1.8,1.53
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,17,1.8,2.5,2.05
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,17,1.6,2.5,2.03
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,17,1.0,2.0,1.5
PAPA AMARILLA,2022,7,17,2.6,3.6,3.25
PAPA BLANCA/VALLE/OTROS,2022,7,17,1.3,1.8,1.55
PAPA COLOR/VALLE/OTROS,2022,7,17,1.4,1.8,1.63
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,17,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,17,2.0,2.3,2.15
PAPA NEGRA ANDINA,2022,7,17,1.7,2.1,1.93
PAPA PERUANITA (INJERTO),2022,7,17,1.8,2.1,1.95
PAPA YUNGAY,2022,7,17,1.4,1.8,1.58
PAPA UNICA,2022,7,17,1.4,1.8,1.58
PAPA CANCHAN,2022,7,17,1.3,1.8,1.53
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,18,1.9,2.8,2.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,18,1.8,2.6,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,18,1.0,2.0,1.5
PAPA AMARILLA,2022,7,18,2.6,3.5,3.1
PAPA BLANCA/VALLE/OTROS,2022,7,18,1.3,1.8,1.55
PAPA COLOR/VALLE/OTROS,2022,7,18,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,18,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,18,2.0,2.2,2.11
PAPA NEGRA ANDINA,2022,7,18,1.7,2.1,1.93
PAPA PERUANITA (INJERTO),2022,7,18,1.8,2.1,1.95
PAPA YUNGAY,2022,7,18,1.4,1.8,1.58
PAPA UNICA,2022,7,18,1.4,1.8,1.6
PAPA CANCHAN,2022,7,18,1.35,1.8,1.54
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,19,1.9,2.7,2.33
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,19,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,19,1.5,2.0,1.75
PAPA AMARILLA,2022,7,19,2.6,3.5,3.08
PAPA BLANCA/VALLE/OTROS,2022,7,19,1.3,1.8,1.55
PAPA COLOR/VALLE/OTROS,2022,7,19,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,19,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,19,2.0,2.2,2.1
PAPA NEGRA ANDINA,2022,7,19,1.7,2.1,1.93
PAPA PERUANITA (INJERTO),2022,7,19,1.8,2.1,1.95
PAPA YUNGAY,2022,7,19,1.4,1.8,1.58
PAPA UNICA,2022,7,19,1.4,1.8,1.6
PAPA CANCHAN,2022,7,19,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,20,1.9,2.8,2.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,20,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,20,1.5,2.0,1.75
PAPA AMARILLA,2022,7,20,2.5,3.5,3.05
PAPA BLANCA/VALLE/OTROS,2022,7,20,1.3,1.8,1.55
PAPA COLOR/VALLE/OTROS,2022,7,20,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,20,1.6,2.0,1.78
PAPA HUAMANTANGA,2022,7,20,2.0,2.2,2.08
PAPA NEGRA ANDINA,2022,7,20,1.8,2.1,1.95
PAPA PERUANITA (INJERTO),2022,7,20,1.8,2.1,1.95
PAPA YUNGAY,2022,7,20,1.4,1.8,1.58
PAPA UNICA,2022,7,20,1.4,1.8,1.6
PAPA CANCHAN,2022,7,20,1.4,1.8,1.6
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,21,1.9,2.8,2.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,21,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,21,1.5,2.0,1.75
PAPA AMARILLA,2022,7,21,2.5,3.5,3.05
PAPA BLANCA/VALLE/OTROS,2022,7,21,1.3,1.8,1.55
PAPA COLOR/VALLE/OTROS,2022,7,21,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,21,1.7,2.2,1.93
PAPA HUAMANTANGA,2022,7,21,2.0,2.2,2.08
PAPA NEGRA ANDINA,2022,7,21,1.8,2.1,1.95
PAPA PERUANITA (INJERTO),2022,7,21,1.8,2.1,1.95
PAPA YUNGAY,2022,7,21,1.4,1.8,1.58
PAPA UNICA,2022,7,21,1.4,1.8,1.6
PAPA CANCHAN,2022,7,21,1.4,1.8,1.6
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,22,1.9,2.8,2.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,22,1.8,2.5,2.1
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,22,1.5,2.0,1.75
PAPA AMARILLA,2022,7,22,2.6,3.5,3.1
PAPA BLANCA/VALLE/OTROS,2022,7,22,1.4,1.8,1.58
PAPA COLOR/VALLE/OTROS,2022,7,22,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,22,1.7,2.2,1.93
PAPA HUAMANTANGA,2022,7,22,2.0,2.2,2.09
PAPA NEGRA ANDINA,2022,7,22,1.8,2.1,1.95
PAPA PERUANITA (INJERTO),2022,7,22,1.8,2.3,2.05
PAPA YUNGAY,2022,7,22,1.45,1.8,1.61
PAPA UNICA,2022,7,22,1.5,1.8,1.65
PAPA CANCHAN,2022,7,22,1.4,1.8,1.63
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,23,1.9,2.8,2.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,23,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,23,1.5,2.0,1.75
PAPA AMARILLA,2022,7,23,2.6,3.7,3.25
PAPA BLANCA/VALLE/OTROS,2022,7,23,1.4,1.8,1.58
PAPA COLOR/VALLE/OTROS,2022,7,23,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,23,1.7,2.2,1.93
PAPA HUAMANTANGA,2022,7,23,2.0,2.2,2.09
PAPA NEGRA ANDINA,2022,7,23,1.8,2.1,1.95
PAPA PERUANITA (INJERTO),2022,7,23,1.8,2.3,2.05
PAPA YUNGAY,2022,7,23,1.45,1.8,1.61
PAPA UNICA,2022,7,23,1.5,1.8,1.65
PAPA CANCHAN,2022,7,23,1.4,1.8,1.63
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,24,1.9,2.8,2.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,24,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,24,1.5,2.0,1.75
PAPA AMARILLA,2022,7,24,2.6,3.7,3.25
PAPA BLANCA/VALLE/OTROS,2022,7,24,1.4,1.8,1.58
PAPA COLOR/VALLE/OTROS,2022,7,24,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,24,1.7,2.2,1.93
PAPA HUAMANTANGA,2022,7,24,2.0,2.2,2.09
PAPA NEGRA ANDINA,2022,7,24,1.8,2.1,1.95
PAPA PERUANITA (INJERTO),2022,7,24,1.8,2.3,2.05
PAPA YUNGAY,2022,7,24,1.45,1.8,1.61
PAPA UNICA,2022,7,24,1.5,1.8,1.65
PAPA CANCHAN,2022,7,24,1.4,1.8,1.63
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,25,1.9,2.8,2.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,25,1.8,2.5,2.13
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,25,1.5,2.0,1.75
PAPA AMARILLA,2022,7,25,2.6,3.7,3.25
PAPA BLANCA/VALLE/OTROS,2022,7,25,1.4,1.8,1.58
PAPA COLOR/VALLE/OTROS,2022,7,25,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,25,1.7,2.2,1.93
PAPA HUAMANTANGA,2022,7,25,2.0,2.2,2.09
PAPA NEGRA ANDINA,2022,7,25,1.8,2.1,1.95
PAPA PERUANITA (INJERTO),2022,7,25,1.8,2.3,2.05
PAPA YUNGAY,2022,7,25,1.4,1.8,1.6
PAPA UNICA,2022,7,25,1.5,1.8,1.65
PAPA CANCHAN,2022,7,25,1.4,1.8,1.63
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,26,1.9,2.8,2.35
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,26,1.9,2.5,2.15
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,26,1.5,2.0,1.75
PAPA AMARILLA,2022,7,26,2.6,3.8,3.33
PAPA BLANCA/VALLE/OTROS,2022,7,26,1.4,1.8,1.58
PAPA COLOR/VALLE/OTROS,2022,7,26,1.5,1.8,1.65
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,7,26,1.7,2.3,1.95
PAPA HUAMANTANGA,2022,7,26,2.0,2.2,2.09
PAPA NEGRA ANDINA,2022,7,26,1.8,2.1,1.95
PAPA PERUANITA (INJERTO),2022,7,26,1.8,2.4,2.13
PAPA YUNGAY,2022,7,26,1.4,1.8,1.6
PAPA UNICA,2022,7,26,1.5,1.8,1.65
PAPA CANCHAN,2022,7,26,1.4,1.9,1.65
CEBOLLA CABEZA BLANCA NACIONAL,2022,7,27,2.0,2.8,2.38
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,7,27,1.9,2.6,2.18
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,7,27,1.5,2.0,1.75
