producto,year,month,day,precio_min,precio_max,precio_mean,date
PAPA YUNGAY,2014,6,18,0.75,0.82,0.79,2014-06-18
PAPA UNICA,2014,6,18,1.0,1.1,1.05,2014-06-18
PAPA CANCHAN,2014,6,18,1.0,1.1,1.05,2014-06-18
PAPA BLANCA/VALLE/OTROS,2014,6,17,0.8,0.9,0.85,2014-06-17
PAPA COLOR/VALLE/OTROS,2014,6,17,0.9,1.15,1.01,2014-06-17
PAPA NEGRA ANDINA,2014,6,17,0.8,0.9,0.86,2014-06-17
PAPA YUNGAY,2014,6,17,0.8,0.85,0.83,2014-06-17
PAPA UNICA,2014,6,17,1.0,1.15,1.08,2014-06-17
PAPA CANCHAN,2014,6,17,0.9,1.0,0.95,2014-06-17
PAPA BLANCA/VALLE/OTROS,2014,6,16,0.73,0.8,0.76,2014-06-16
PAPA COLOR/VALLE/OTROS,2014,6,16,0.85,0.9,0.88,2014-06-16
PAPA NEGRA ANDINA,2014,6,16,0.7,0.85,0.75,2014-06-16
PAPA YUNGAY,2014,6,16,0.75,0.8,0.78,2014-06-16
PAPA UNICA,2014,6,16,0.85,0.9,0.88,2014-06-16
PAPA CANCHAN,2014,6,16,0.85,1.1,0.94,2014-06-16
PAPA BLANCA/VALLE/OTROS,2014,6,15,0.75,1.0,0.86,2014-06-15
PAPA COLOR/VALLE/OTROS,2014,6,15,0.85,1.0,0.95,2014-06-15
PAPA NEGRA ANDINA,2014,6,15,0.8,0.85,0.83,2014-06-15
PAPA YUNGAY,2014,6,15,0.75,0.8,0.78,2014-06-15
PAPA UNICA,2014,6,15,0.95,1.0,0.98,2014-06-15
PAPA CANCHAN,2014,6,15,0.85,1.0,0.93,2014-06-15
PAPA BLANCA/VALLE/OTROS,2014,6,14,0.75,0.9,0.83,2014-06-14
PAPA COLOR/VALLE/OTROS,2014,6,14,0.93,1.15,1.0,2014-06-14
PAPA NEGRA ANDINA,2014,6,14,0.88,0.95,0.91,2014-06-14
PAPA YUNGAY,2014,6,14,0.75,0.8,0.79,2014-06-14
PAPA UNICA,2014,6,14,0.93,1.15,1.02,2014-06-14
PAPA CANCHAN,2014,6,14,0.95,0.98,0.96,2014-06-14
PAPA BLANCA/VALLE/OTROS,2014,6,13,0.75,0.9,0.83,2014-06-13
PAPA COLOR/VALLE/OTROS,2014,6,13,0.87,1.15,0.99,2014-06-13
PAPA NEGRA ANDINA,2014,6,13,0.85,0.9,0.88,2014-06-13
PAPA YUNGAY,2014,6,13,0.75,0.8,0.79,2014-06-13
PAPA UNICA,2014,6,13,0.87,1.15,1.0,2014-06-13
PAPA CANCHAN,2014,6,13,0.95,0.98,0.96,2014-06-13
PAPA BLANCA/VALLE/OTROS,2014,6,12,0.75,1.0,0.86,2014-06-12
PAPA COLOR/VALLE/OTROS,2014,6,12,0.85,1.0,0.95,2014-06-12
PAPA NEGRA ANDINA,2014,6,12,0.8,0.85,0.83,2014-06-12
PAPA YUNGAY,2014,6,12,0.75,0.8,0.78,2014-06-12
PAPA UNICA,2014,6,12,0.95,1.0,0.98,2014-06-12
PAPA CANCHAN,2014,6,12,0.85,1.0,0.93,2014-06-12
PAPA BLANCA/VALLE/OTROS,2014,6,11,0.75,0.95,0.84,2014-06-11
PAPA COLOR/VALLE/OTROS,2014,6,11,0.85,1.0,0.93,2014-06-11
PAPA NEGRA ANDINA,2014,6,11,0.9,0.95,0.93,2014-06-11
PAPA YUNGAY,2014,6,11,0.75,0.8,0.78,2014-06-11
PAPA UNICA,2014,6,11,0.85,0.9,0.88,2014-06-11
PAPA CANCHAN,2014,6,11,0.95,1.0,0.98,2014-06-11
PAPA BLANCA/VALLE/OTROS,2014,6,10,0.78,1.0,0.87,2014-06-10
PAPA COLOR/VALLE/OTROS,2014,6,10,0.9,1.15,0.98,2014-06-10
PAPA NEGRA ANDINA,2014,6,10,0.85,0.9,0.89,2014-06-10
PAPA YUNGAY,2014,6,10,0.78,0.8,0.8,2014-06-10
PAPA UNICA,2014,6,10,0.9,0.95,0.93,2014-06-10
PAPA CANCHAN,2014,6,10,0.9,1.15,1.04,2014-06-10
PAPA BLANCA/VALLE/OTROS,2014,6,9,0.75,0.85,0.81,2014-06-09
PAPA COLOR/VALLE/OTROS,2014,6,9,0.9,1.2,1.0,2014-06-09
PAPA NEGRA ANDINA,2014,6,9,0.8,0.88,0.84,2014-06-09
PAPA YUNGAY,2014,6,9,0.8,0.85,0.83,2014-06-09
PAPA UNICA,2014,6,9,0.9,1.2,1.0,2014-06-09
PAPA CANCHAN,2014,6,9,0.9,0.95,0.93,2014-06-09
PAPA BLANCA/VALLE/OTROS,2014,6,8,0.8,0.85,0.83,2014-06-08
PAPA COLOR/VALLE/OTROS,2014,6,8,0.9,1.1,1.01,2014-06-08
PAPA NEGRA ANDINA,2014,6,8,0.9,0.95,0.91,2014-06-08
PAPA YUNGAY,2014,6,8,0.8,0.82,0.81,2014-06-08
PAPA UNICA,2014,6,8,0.9,1.0,0.94,2014-06-08
PAPA CANCHAN,2014,6,8,1.05,1.1,1.08,2014-06-08
PAPA BLANCA/VALLE/OTROS,2014,6,7,0.8,0.85,0.83,2014-06-07
PAPA COLOR/VALLE/OTROS,2014,6,7,0.9,1.1,0.99,2014-06-07
PAPA NEGRA ANDINA,2014,6,7,0.9,0.95,0.93,2014-06-07
PAPA YUNGAY,2014,6,7,0.8,0.85,0.82,2014-06-07
PAPA UNICA,2014,6,7,0.9,0.95,0.92,2014-06-07
PAPA CANCHAN,2014,6,7,1.0,1.1,1.05,2014-06-07
PAPA BLANCA/VALLE/OTROS,2014,6,6,0.8,0.95,0.86,2014-06-06
PAPA COLOR/VALLE/OTROS,2014,6,6,0.8,1.18,1.02,2014-06-06
PAPA NEGRA ANDINA,2014,6,6,0.9,1.0,0.95,2014-06-06
PAPA YUNGAY,2014,6,6,0.8,0.83,0.81,2014-06-06
PAPA UNICA,2014,6,6,0.8,1.05,0.94,2014-06-06
PAPA CANCHAN,2014,6,6,1.05,1.18,1.1,2014-06-06
PAPA BLANCA/VALLE/OTROS,2014,6,5,0.8,0.85,0.82,2014-06-05
PAPA COLOR/VALLE/OTROS,2014,6,5,0.9,1.15,1.01,2014-06-05
PAPA NEGRA ANDINA,2014,6,5,0.8,0.9,0.85,2014-06-05
PAPA YUNGAY,2014,6,5,0.8,0.82,0.81,2014-06-05
PAPA UNICA,2014,6,5,0.9,1.15,1.04,2014-06-05
PAPA CANCHAN,2014,6,5,0.95,1.05,1.0,2014-06-05
PAPA BLANCA/VALLE/OTROS,2014,6,4,0.65,0.85,0.75,2014-06-04
PAPA COLOR/VALLE/OTROS,2014,6,4,0.75,0.95,0.86,2014-06-04
PAPA NEGRA ANDINA,2014,6,4,0.95,1.0,0.98,2014-06-04
PAPA YUNGAY,2014,6,4,0.75,0.85,0.79,2014-06-04
PAPA UNICA,2014,6,4,0.75,0.85,0.8,2014-06-04
PAPA CANCHAN,2014,6,4,0.9,0.95,0.93,2014-06-04
PAPA BLANCA/VALLE/OTROS,2014,6,3,0.7,0.8,0.76,2014-06-03
PAPA COLOR/VALLE/OTROS,2014,6,3,0.85,1.0,0.91,2014-06-03
PAPA NEGRA ANDINA,2014,6,3,0.8,0.95,0.86,2014-06-03
PAPA YUNGAY,2014,6,3,0.7,0.8,0.75,2014-06-03
PAPA UNICA,2014,6,3,0.85,0.9,0.88,2014-06-03
PAPA CANCHAN,2014,6,3,0.9,1.0,0.96,2014-06-03
PAPA BLANCA/VALLE/OTROS,2014,6,2,0.75,0.85,0.8,2014-06-02
PAPA COLOR/VALLE/OTROS,2014,6,2,0.95,1.0,0.98,2014-06-02
PAPA NEGRA ANDINA,2014,6,2,0.75,0.8,0.77,2014-06-02
PAPA YUNGAY,2014,6,2,0.75,0.8,0.77,2014-06-02
PAPA UNICA,2014,6,2,0.8,0.9,0.86,2014-06-02
PAPA CANCHAN,2014,6,2,0.95,1.0,0.98,2014-06-02
PAPA BLANCA/VALLE/OTROS,2014,6,1,0.6,0.8,0.73,2014-06-01
PAPA COLOR/VALLE/OTROS,2014,6,1,0.8,0.95,0.89,2014-06-01
PAPA NEGRA ANDINA,2014,6,1,0.7,0.78,0.75,2014-06-01
PAPA YUNGAY,2014,6,1,0.6,0.75,0.69,2014-06-01
PAPA UNICA,2014,6,1,0.8,0.9,0.85,2014-06-01
PAPA CANCHAN,2014,6,1,0.9,0.95,0.94,2014-06-01
PAPA BLANCA/VALLE/OTROS,2014,5,31,0.75,0.9,0.83,2014-05-31
PAPA COLOR/VALLE/OTROS,2014,5,31,0.9,1.05,0.97,2014-05-31
PAPA NEGRA ANDINA,2014,5,31,0.85,0.9,0.88,2014-05-31
PAPA YUNGAY,2014,5,31,0.75,0.8,0.78,2014-05-31
PAPA UNICA,2014,5,31,0.9,0.95,0.93,2014-05-31
PAPA CANCHAN,2014,5,31,0.98,1.05,1.01,2014-05-31
PAPA BLANCA/VALLE/OTROS,2014,5,30,0.85,0.9,0.88,2014-05-30
PAPA COLOR/VALLE/OTROS,2014,5,30,0.95,1.05,1.0,2014-05-30
PAPA NEGRA ANDINA,2014,5,30,0.85,0.9,0.88,2014-05-30
PAPA YUNGAY,2014,5,30,0.75,0.8,0.78,2014-05-30
PAPA UNICA,2014,5,30,0.9,0.95,0.93,2014-05-30
PAPA CANCHAN,2014,5,30,0.95,1.05,1.0,2014-05-30
PAPA BLANCA/VALLE/OTROS,2014,5,29,0.85,0.9,0.88,2014-05-29
PAPA COLOR/VALLE/OTROS,2014,5,29,0.95,1.05,1.0,2014-05-29
PAPA NEGRA ANDINA,2014,5,29,0.85,0.9,0.88,2014-05-29
PAPA YUNGAY,2014,5,29,0.75,0.8,0.77,2014-05-29
PAPA UNICA,2014,5,29,0.9,0.95,0.93,2014-05-29
PAPA CANCHAN,2014,5,29,0.95,1.05,1.0,2014-05-29
PAPA BLANCA/VALLE/OTROS,2014,5,28,0.8,0.9,0.85,2014-05-28
PAPA COLOR/VALLE/OTROS,2014,5,28,1.0,1.05,1.01,2014-05-28
PAPA NEGRA ANDINA,2014,5,28,0.8,0.9,0.85,2014-05-28
PAPA YUNGAY,2014,5,28,0.75,0.8,0.78,2014-05-28
PAPA UNICA,2014,5,28,0.9,0.95,0.93,2014-05-28
PAPA CANCHAN,2014,5,28,1.0,1.05,1.01,2014-05-28
PAPA BLANCA/VALLE/OTROS,2014,5,27,0.8,0.95,0.89,2014-05-27
PAPA COLOR/VALLE/OTROS,2014,5,27,0.95,1.05,1.0,2014-05-27
PAPA NEGRA ANDINA,2014,5,27,0.8,0.9,0.85,2014-05-27
PAPA YUNGAY,2014,5,27,0.75,0.83,0.8,2014-05-27
PAPA UNICA,2014,5,27,0.9,0.95,0.93,2014-05-27
PAPA CANCHAN,2014,5,27,0.95,1.05,1.0,2014-05-27
PAPA BLANCA/VALLE/OTROS,2014,5,26,0.85,0.9,0.88,2014-05-26
PAPA COLOR/VALLE/OTROS,2014,5,26,1.0,1.1,1.06,2014-05-26
PAPA NEGRA ANDINA,2014,5,26,0.85,0.9,0.88,2014-05-26
PAPA YUNGAY,2014,5,26,0.8,0.85,0.82,2014-05-26
PAPA UNICA,2014,5,26,0.95,1.0,0.98,2014-05-26
PAPA CANCHAN,2014,5,26,1.0,1.1,1.06,2014-05-26
PAPA BLANCA/VALLE/OTROS,2014,5,25,0.8,0.85,0.83,2014-05-25
PAPA COLOR/VALLE/OTROS,2014,5,25,1.0,1.1,1.06,2014-05-25
PAPA NEGRA ANDINA,2014,5,25,0.85,0.9,0.88,2014-05-25
PAPA YUNGAY,2014,5,25,0.8,0.85,0.82,2014-05-25
PAPA UNICA,2014,5,25,0.95,1.0,0.98,2014-05-25
PAPA CANCHAN,2014,5,25,1.0,1.1,1.06,2014-05-25
PAPA BLANCA/VALLE/OTROS,2014,5,24,0.85,0.95,0.89,2014-05-24
PAPA COLOR/VALLE/OTROS,2014,5,24,1.0,1.1,1.03,2014-05-24
PAPA NEGRA ANDINA,2014,5,24,0.95,1.0,0.98,2014-05-24
PAPA YUNGAY,2014,5,24,0.8,0.88,0.83,2014-05-24
PAPA UNICA,2014,5,24,0.95,1.1,1.03,2014-05-24
PAPA CANCHAN,2014,5,24,1.0,1.1,1.03,2014-05-24
PAPA BLANCA/VALLE/OTROS,2014,5,23,0.85,0.9,0.88,2014-05-23
PAPA COLOR/VALLE/OTROS,2014,5,23,0.95,1.05,1.01,2014-05-23
PAPA NEGRA ANDINA,2014,5,23,0.8,0.88,0.85,2014-05-23
PAPA YUNGAY,2014,5,23,0.8,0.85,0.82,2014-05-23
PAPA UNICA,2014,5,23,0.9,0.95,0.93,2014-05-23
PAPA CANCHAN,2014,5,23,0.95,1.05,1.01,2014-05-23
PAPA BLANCA/VALLE/OTROS,2014,5,22,0.85,0.95,0.9,2014-05-22
PAPA COLOR/VALLE/OTROS,2014,5,22,1.0,1.1,1.06,2014-05-22
PAPA NEGRA ANDINA,2014,5,22,0.85,0.9,0.88,2014-05-22
PAPA YUNGAY,2014,5,22,0.8,0.85,0.82,2014-05-22
PAPA UNICA,2014,5,22,0.9,0.95,0.93,2014-05-22
PAPA CANCHAN,2014,5,22,1.0,1.1,1.06,2014-05-22
PAPA BLANCA/VALLE/OTROS,2014,5,21,0.85,0.9,0.88,2014-05-21
PAPA COLOR/VALLE/OTROS,2014,5,21,1.0,1.1,1.05,2014-05-21
PAPA NEGRA ANDINA,2014,5,21,0.82,0.9,0.86,2014-05-21
PAPA YUNGAY,2014,5,21,0.8,0.85,0.82,2014-05-21
PAPA UNICA,2014,5,21,0.9,0.95,0.93,2014-05-21
PAPA CANCHAN,2014,5,21,1.0,1.1,1.05,2014-05-21
PAPA BLANCA/VALLE/OTROS,2014,5,20,0.85,0.9,0.88,2014-05-20
PAPA COLOR/VALLE/OTROS,2014,5,20,1.0,1.15,1.08,2014-05-20
PAPA NEGRA ANDINA,2014,5,20,0.85,0.9,0.88,2014-05-20
PAPA YUNGAY,2014,5,20,0.8,0.85,0.83,2014-05-20
PAPA UNICA,2014,5,20,0.9,0.95,0.92,2014-05-20
PAPA CANCHAN,2014,5,20,1.0,1.15,1.08,2014-05-20
PAPA BLANCA/VALLE/OTROS,2014,5,19,0.75,0.9,0.83,2014-05-19
PAPA COLOR/VALLE/OTROS,2014,5,19,0.95,1.1,1.03,2014-05-19
PAPA NEGRA ANDINA,2014,5,19,0.8,0.85,0.83,2014-05-19
PAPA YUNGAY,2014,5,19,0.75,0.85,0.8,2014-05-19
PAPA UNICA,2014,5,19,0.95,1.0,0.96,2014-05-19
PAPA CANCHAN,2014,5,19,1.05,1.1,1.06,2014-05-19
PAPA BLANCA/VALLE/OTROS,2014,5,18,0.85,0.9,0.87,2014-05-18
PAPA COLOR/VALLE/OTROS,2014,5,18,0.92,1.0,0.96,2014-05-18
PAPA NEGRA ANDINA,2014,5,18,0.85,0.9,0.88,2014-05-18
PAPA YUNGAY,2014,5,18,0.8,0.85,0.83,2014-05-18
PAPA UNICA,2014,5,18,0.95,1.0,0.97,2014-05-18
PAPA CANCHAN,2014,5,18,0.92,1.0,0.96,2014-05-18
PAPA BLANCA/VALLE/OTROS,2014,5,17,0.85,0.9,0.88,2014-05-17
PAPA COLOR/VALLE/OTROS,2014,5,17,0.9,1.0,0.95,2014-05-17
PAPA NEGRA ANDINA,2014,5,17,0.85,0.9,0.88,2014-05-17
PAPA YUNGAY,2014,5,17,0.75,0.8,0.78,2014-05-17
PAPA UNICA,2014,5,17,0.9,0.95,0.92,2014-05-17
PAPA CANCHAN,2014,5,17,0.9,1.0,0.95,2014-05-17
PAPA BLANCA/VALLE/OTROS,2014,5,16,0.85,0.9,0.87,2014-05-16
PAPA COLOR/VALLE/OTROS,2014,5,16,0.9,1.0,0.95,2014-05-16
PAPA NEGRA ANDINA,2014,5,16,0.85,0.9,0.87,2014-05-16
PAPA YUNGAY,2014,5,16,0.75,0.85,0.8,2014-05-16
PAPA UNICA,2014,5,16,0.9,0.95,0.93,2014-05-16
PAPA CANCHAN,2014,5,16,0.9,1.0,0.95,2014-05-16
PAPA BLANCA/VALLE/OTROS,2014,5,15,0.85,0.9,0.88,2014-05-15
PAPA COLOR/VALLE/OTROS,2014,5,15,0.95,1.0,0.98,2014-05-15
PAPA NEGRA ANDINA,2014,5,15,0.8,0.85,0.83,2014-05-15
PAPA YUNGAY,2014,5,15,0.78,0.85,0.82,2014-05-15
PAPA UNICA,2014,5,15,0.9,1.0,0.94,2014-05-15
PAPA CANCHAN,2014,5,15,0.95,0.98,0.97,2014-05-15
PAPA BLANCA/VALLE/OTROS,2014,5,14,0.83,0.9,0.86,2014-05-14
PAPA COLOR/VALLE/OTROS,2014,5,14,0.9,1.0,0.94,2014-05-14
PAPA NEGRA ANDINA,2014,5,14,0.8,0.85,0.82,2014-05-14
PAPA YUNGAY,2014,5,14,0.76,0.8,0.78,2014-05-14
PAPA UNICA,2014,5,14,0.85,0.95,0.9,2014-05-14
PAPA CANCHAN,2014,5,14,0.9,1.0,0.94,2014-05-14
PAPA BLANCA/VALLE/OTROS,2014,5,13,0.85,0.9,0.88,2014-05-13
PAPA COLOR/VALLE/OTROS,2014,5,13,0.93,1.05,1.01,2014-05-13
PAPA NEGRA ANDINA,2014,5,13,0.8,0.9,0.86,2014-05-13
PAPA YUNGAY,2014,5,13,0.75,0.78,0.77,2014-05-13
PAPA UNICA,2014,5,13,0.9,1.0,0.95,2014-05-13
PAPA CANCHAN,2014,5,13,0.93,1.05,1.01,2014-05-13
PAPA BLANCA/VALLE/OTROS,2014,5,12,0.75,0.95,0.85,2014-05-12
PAPA COLOR/VALLE/OTROS,2014,5,12,0.9,1.0,0.96,2014-05-12
PAPA NEGRA ANDINA,2014,5,12,0.8,0.85,0.83,2014-05-12
PAPA YUNGAY,2014,5,12,0.75,0.8,0.78,2014-05-12
PAPA UNICA,2014,5,12,0.9,0.95,0.92,2014-05-12
PAPA CANCHAN,2014,5,12,0.9,1.0,0.96,2014-05-12
PAPA BLANCA/VALLE/OTROS,2014,5,11,0.9,0.95,0.93,2014-05-11
PAPA COLOR/VALLE/OTROS,2014,5,11,0.9,0.95,0.91,2014-05-11
PAPA NEGRA ANDINA,2014,5,11,0.85,0.9,0.88,2014-05-11
PAPA YUNGAY,2014,5,11,0.8,0.85,0.83,2014-05-11
PAPA UNICA,2014,5,11,0.9,0.95,0.91,2014-05-11
PAPA CANCHAN,2014,5,11,0.9,0.95,0.91,2014-05-11
PAPA BLANCA/VALLE/OTROS,2014,5,10,0.95,1.0,0.97,2014-05-10
PAPA COLOR/VALLE/OTROS,2014,5,10,0.9,0.98,0.95,2014-05-10
PAPA NEGRA ANDINA,2014,5,10,0.9,0.95,0.92,2014-05-10
PAPA YUNGAY,2014,5,10,0.8,0.85,0.82,2014-05-10
PAPA UNICA,2014,5,10,0.95,1.0,0.97,2014-05-10
PAPA CANCHAN,2014,5,10,0.9,0.98,0.95,2014-05-10
PAPA BLANCA/VALLE/OTROS,2014,5,9,0.95,1.0,0.98,2014-05-09
PAPA COLOR/VALLE/OTROS,2014,5,9,0.95,0.98,0.97,2014-05-09
PAPA NEGRA ANDINA,2014,5,9,0.9,0.95,0.93,2014-05-09
PAPA YUNGAY,2014,5,9,0.8,0.85,0.83,2014-05-09
PAPA UNICA,2014,5,9,0.95,1.0,0.97,2014-05-09
PAPA CANCHAN,2014,5,9,0.95,0.98,0.97,2014-05-09
PAPA BLANCA/VALLE/OTROS,2014,5,8,0.9,0.95,0.93,2014-05-08
PAPA COLOR/VALLE/OTROS,2014,5,8,0.9,0.95,0.94,2014-05-08
PAPA NEGRA ANDINA,2014,5,8,0.85,0.9,0.87,2014-05-08
PAPA YUNGAY,2014,5,8,0.8,0.85,0.83,2014-05-08
PAPA UNICA,2014,5,8,0.9,1.0,0.97,2014-05-08
PAPA CANCHAN,2014,5,8,0.9,0.95,0.94,2014-05-08
PAPA BLANCA/VALLE/OTROS,2014,5,7,0.95,0.98,0.96,2014-05-07
PAPA COLOR/VALLE/OTROS,2014,5,7,0.85,1.0,0.94,2014-05-07
PAPA NEGRA ANDINA,2014,5,7,0.9,0.95,0.91,2014-05-07
PAPA YUNGAY,2014,5,7,0.78,0.8,0.79,2014-05-07
PAPA UNICA,2014,5,7,0.95,1.08,1.02,2014-05-07
PAPA CANCHAN,2014,5,7,0.85,0.95,0.89,2014-05-07
PAPA BLANCA/VALLE/OTROS,2014,5,6,0.75,1.0,0.89,2014-05-06
PAPA COLOR/VALLE/OTROS,2014,5,6,0.95,1.1,1.02,2014-05-06
PAPA NEGRA ANDINA,2014,5,6,0.85,0.95,0.9,2014-05-06
PAPA YUNGAY,2014,5,6,0.75,0.8,0.78,2014-05-06
PAPA UNICA,2014,5,6,0.9,0.95,0.92,2014-05-06
PAPA CANCHAN,2014,5,6,0.9,1.0,0.95,2014-05-06
PAPA BLANCA/VALLE/OTROS,2014,5,5,0.8,1.0,0.91,2014-05-05
PAPA COLOR/VALLE/OTROS,2014,5,5,0.9,1.0,0.95,2014-05-05
PAPA NEGRA ANDINA,2014,5,5,0.85,0.9,0.88,2014-05-05
PAPA YUNGAY,2014,5,5,0.8,0.85,0.81,2014-05-05
PAPA UNICA,2014,5,5,0.98,1.0,1.0,2014-05-05
PAPA CANCHAN,2014,5,5,0.9,0.98,0.92,2014-05-05
PAPA BLANCA/VALLE/OTROS,2014,5,4,0.9,1.0,0.95,2014-05-04
PAPA COLOR/VALLE/OTROS,2014,5,4,0.85,1.0,0.94,2014-05-04
PAPA NEGRA ANDINA,2014,5,4,0.85,0.95,0.91,2014-05-04
PAPA YUNGAY,2014,5,4,0.75,0.8,0.77,2014-05-04
PAPA UNICA,2014,5,4,0.95,1.0,0.96,2014-05-04
PAPA CANCHAN,2014,5,4,0.85,1.0,0.93,2014-05-04
PAPA BLANCA/VALLE/OTROS,2014,5,3,0.75,1.0,0.86,2014-05-03
PAPA COLOR/VALLE/OTROS,2014,5,3,0.92,1.1,0.99,2014-05-03
PAPA NEGRA ANDINA,2014,5,3,0.75,0.9,0.85,2014-05-03
PAPA YUNGAY,2014,5,3,0.75,0.78,0.77,2014-05-03
PAPA UNICA,2014,5,3,0.95,1.05,0.99,2014-05-03
PAPA CANCHAN,2014,5,3,0.85,0.9,0.88,2014-05-03
PAPA BLANCA/VALLE/OTROS,2014,5,2,0.75,1.0,0.86,2014-05-02
PAPA COLOR/VALLE/OTROS,2014,5,2,0.9,1.1,0.98,2014-05-02
PAPA NEGRA ANDINA,2014,5,2,0.8,0.95,0.89,2014-05-02
PAPA YUNGAY,2014,5,2,0.75,0.8,0.77,2014-05-02
PAPA UNICA,2014,5,2,0.95,1.05,0.98,2014-05-02
PAPA CANCHAN,2014,5,2,0.9,1.05,0.98,2014-05-02
PAPA BLANCA/VALLE/OTROS,2014,5,1,0.74,1.0,0.85,2014-05-01
PAPA COLOR/VALLE/OTROS,2014,5,1,0.9,1.1,0.98,2014-05-01
PAPA NEGRA ANDINA,2014,5,1,0.8,0.95,0.89,2014-05-01
PAPA YUNGAY,2014,5,1,0.75,0.8,0.77,2014-05-01
PAPA UNICA,2014,5,1,0.95,1.05,0.98,2014-05-01
PAPA CANCHAN,2014,5,1,0.9,1.05,0.98,2014-05-01
PAPA BLANCA/VALLE/OTROS,2014,4,30,0.73,1.0,0.84,2014-04-30
PAPA COLOR/VALLE/OTROS,2014,4,30,0.9,1.1,0.98,2014-04-30
PAPA NEGRA ANDINA,2014,4,30,0.85,0.9,0.88,2014-04-30
PAPA YUNGAY,2014,4,30,0.73,0.78,0.75,2014-04-30
PAPA UNICA,2014,4,30,0.95,1.1,1.0,2014-04-30
PAPA CANCHAN,2014,4,30,0.9,0.95,0.93,2014-04-30
PAPA BLANCA/VALLE/OTROS,2014,4,29,0.68,0.95,0.82,2014-04-29
PAPA COLOR/VALLE/OTROS,2014,4,29,0.9,1.05,0.96,2014-04-29
PAPA NEGRA ANDINA,2014,4,29,0.85,0.85,0.85,2014-04-29
PAPA YUNGAY,2014,4,29,0.68,0.75,0.72,2014-04-29
PAPA UNICA,2014,4,29,0.9,1.05,0.99,2014-04-29
PAPA CANCHAN,2014,4,29,0.9,1.0,0.96,2014-04-29
PAPA BLANCA/VALLE/OTROS,2014,4,28,0.7,0.95,0.8,2014-04-28
PAPA COLOR/VALLE/OTROS,2014,4,28,0.95,1.1,1.0,2014-04-28
PAPA NEGRA ANDINA,2014,4,28,0.75,0.85,0.81,2014-04-28
PAPA YUNGAY,2014,4,28,0.7,0.75,0.73,2014-04-28
PAPA UNICA,2014,4,28,0.95,1.0,0.97,2014-04-28
PAPA CANCHAN,2014,4,28,0.95,1.0,0.99,2014-04-28
PAPA BLANCA/VALLE/OTROS,2014,4,27,0.65,1.0,0.84,2014-04-27
PAPA COLOR/VALLE/OTROS,2014,4,27,0.98,1.08,1.02,2014-04-27
PAPA NEGRA ANDINA,2014,4,27,0.88,0.95,0.91,2014-04-27
PAPA YUNGAY,2014,4,27,0.65,0.75,0.73,2014-04-27
PAPA UNICA,2014,4,27,0.98,1.0,0.99,2014-04-27
PAPA CANCHAN,2014,4,27,1.0,1.08,1.03,2014-04-27
PAPA BLANCA/VALLE/OTROS,2014,4,26,0.75,0.95,0.85,2014-04-26
PAPA COLOR/VALLE/OTROS,2014,4,26,0.95,1.15,1.06,2014-04-26
PAPA NEGRA ANDINA,2014,4,26,0.85,0.9,0.88,2014-04-26
PAPA YUNGAY,2014,4,26,0.75,0.8,0.78,2014-04-26
PAPA UNICA,2014,4,26,0.95,1.05,1.0,2014-04-26
PAPA CANCHAN,2014,4,26,1.1,1.15,1.11,2014-04-26
PAPA BLANCA/VALLE/OTROS,2014,4,25,0.7,0.95,0.84,2014-04-25
PAPA COLOR/VALLE/OTROS,2014,4,25,0.95,1.2,1.06,2014-04-25
PAPA NEGRA ANDINA,2014,4,25,0.85,0.9,0.88,2014-04-25
PAPA YUNGAY,2014,4,25,0.7,0.8,0.75,2014-04-25
PAPA UNICA,2014,4,25,0.95,1.0,0.98,2014-04-25
PAPA CANCHAN,2014,4,25,1.1,1.2,1.15,2014-04-25
PAPA BLANCA/VALLE/OTROS,2014,4,24,0.73,1.0,0.87,2014-04-24
PAPA COLOR/VALLE/OTROS,2014,4,24,0.95,1.2,1.1,2014-04-24
PAPA NEGRA ANDINA,2014,4,24,0.8,0.85,0.83,2014-04-24
PAPA YUNGAY,2014,4,24,0.73,0.8,0.77,2014-04-24
PAPA UNICA,2014,4,24,0.95,1.05,1.0,2014-04-24
PAPA CANCHAN,2014,4,24,1.2,1.2,1.2,2014-04-24
PAPA BLANCA/VALLE/OTROS,2014,4,23,0.75,1.05,0.88,2014-04-23
PAPA COLOR/VALLE/OTROS,2014,4,23,1.0,1.2,1.1,2014-04-23
PAPA NEGRA ANDINA,2014,4,23,0.8,0.9,0.87,2014-04-23
PAPA YUNGAY,2014,4,23,0.75,0.8,0.78,2014-04-23
PAPA UNICA,2014,4,23,1.0,1.05,1.01,2014-04-23
PAPA CANCHAN,2014,4,23,1.15,1.2,1.19,2014-04-23
PAPA BLANCA/VALLE/OTROS,2014,4,22,0.7,1.0,0.84,2014-04-22
PAPA COLOR/VALLE/OTROS,2014,4,22,0.8,1.15,1.0,2014-04-22
PAPA NEGRA ANDINA,2014,4,22,0.75,0.8,0.78,2014-04-22
PAPA YUNGAY,2014,4,22,0.7,0.75,0.72,2014-04-22
PAPA UNICA,2014,4,22,0.8,1.08,0.98,2014-04-22
PAPA CANCHAN,2014,4,22,0.98,1.15,1.08,2014-04-22
PAPA BLANCA/VALLE/OTROS,2014,4,21,0.65,0.9,0.79,2014-04-21
PAPA COLOR/VALLE/OTROS,2014,4,21,0.9,1.1,1.0,2014-04-21
