producto,year,month,day,precio_min,precio_max,precio_mean,date
PAPA UNICA,2014,8,15,0.5,0.6,0.56,2014-08-15
PAPA CANCHAN,2014,8,15,0.75,0.82,0.79,2014-08-15
PAPA BLANCA/VALLE/OTROS,2014,8,14,0.4,0.53,0.48,2014-08-14
PAPA COLOR/VALLE/OTROS,2014,8,14,0.55,0.83,0.68,2014-08-14
PAPA NEGRA ANDINA,2014,8,14,0.7,0.8,0.75,2014-08-14
PAPA YUNGAY,2014,8,14,0.4,0.5,0.45,2014-08-14
PAPA UNICA,2014,8,14,0.55,0.6,0.58,2014-08-14
PAPA CANCHAN,2014,8,14,0.75,0.83,0.78,2014-08-14
PAPA BLANCA/VALLE/OTROS,2014,8,13,0.4,0.55,0.48,2014-08-13
PAPA COLOR/VALLE/OTROS,2014,8,13,0.6,0.83,0.71,2014-08-13
PAPA NEGRA ANDINA,2014,8,13,0.8,0.95,0.88,2014-08-13
PAPA YUNGAY,2014,8,13,0.4,0.48,0.44,2014-08-13
PAPA UNICA,2014,8,13,0.6,0.65,0.62,2014-08-13
PAPA CANCHAN,2014,8,13,0.75,0.83,0.8,2014-08-13
PAPA BLANCA/VALLE/OTROS,2014,8,12,0.45,0.55,0.51,2014-08-12
PAPA COLOR/VALLE/OTROS,2014,8,12,0.55,0.8,0.68,2014-08-12
PAPA NEGRA ANDINA,2014,8,12,0.8,0.85,0.82,2014-08-12
PAPA YUNGAY,2014,8,12,0.45,0.55,0.5,2014-08-12
PAPA UNICA,2014,8,12,0.55,0.6,0.58,2014-08-12
PAPA CANCHAN,2014,8,12,0.75,0.8,0.77,2014-08-12
PAPA BLANCA/VALLE/OTROS,2014,8,11,0.45,0.55,0.51,2014-08-11
PAPA COLOR/VALLE/OTROS,2014,8,11,0.48,0.8,0.64,2014-08-11
PAPA NEGRA ANDINA,2014,8,11,0.7,0.75,0.73,2014-08-11
PAPA YUNGAY,2014,8,11,0.5,0.55,0.52,2014-08-11
PAPA UNICA,2014,8,11,0.48,0.58,0.53,2014-08-11
PAPA CANCHAN,2014,8,11,0.73,0.8,0.77,2014-08-11
PAPA BLANCA/VALLE/OTROS,2014,8,10,0.4,0.5,0.46,2014-08-10
PAPA COLOR/VALLE/OTROS,2014,8,10,0.4,0.85,0.59,2014-08-10
PAPA NEGRA ANDINA,2014,8,10,0.65,0.8,0.74,2014-08-10
PAPA YUNGAY,2014,8,10,0.4,0.5,0.45,2014-08-10
PAPA UNICA,2014,8,10,0.4,0.45,0.43,2014-08-10
PAPA CANCHAN,2014,8,10,0.65,0.85,0.73,2014-08-10
PAPA BLANCA/VALLE/OTROS,2014,8,9,0.5,0.59,0.54,2014-08-09
PAPA COLOR/VALLE/OTROS,2014,8,9,0.54,0.8,0.67,2014-08-09
PAPA NEGRA ANDINA,2014,8,9,0.75,0.8,0.77,2014-08-09
PAPA YUNGAY,2014,8,9,0.5,0.59,0.55,2014-08-09
PAPA UNICA,2014,8,9,0.54,0.6,0.57,2014-08-09
PAPA CANCHAN,2014,8,9,0.75,0.8,0.78,2014-08-09
PAPA BLANCA/VALLE/OTROS,2014,8,8,0.5,0.7,0.6,2014-08-08
PAPA COLOR/VALLE/OTROS,2014,8,8,0.53,0.75,0.65,2014-08-08
PAPA NEGRA ANDINA,2014,8,8,0.75,0.85,0.8,2014-08-08
PAPA YUNGAY,2014,8,8,0.65,0.7,0.67,2014-08-08
PAPA UNICA,2014,8,8,0.53,0.6,0.57,2014-08-08
PAPA CANCHAN,2014,8,8,0.7,0.75,0.73,2014-08-08
PAPA BLANCA/VALLE/OTROS,2014,8,7,0.5,0.6,0.55,2014-08-07
PAPA COLOR/VALLE/OTROS,2014,8,7,0.5,0.8,0.65,2014-08-07
PAPA NEGRA ANDINA,2014,8,7,0.78,0.9,0.86,2014-08-07
PAPA YUNGAY,2014,8,7,0.55,0.6,0.58,2014-08-07
PAPA UNICA,2014,8,7,0.5,0.55,0.53,2014-08-07
PAPA CANCHAN,2014,8,7,0.75,0.8,0.78,2014-08-07
PAPA BLANCA/VALLE/OTROS,2014,8,6,0.5,0.68,0.6,2014-08-06
PAPA COLOR/VALLE/OTROS,2014,8,6,0.55,0.8,0.68,2014-08-06
PAPA NEGRA ANDINA,2014,8,6,0.85,0.9,0.88,2014-08-06
PAPA YUNGAY,2014,8,6,0.65,0.68,0.66,2014-08-06
PAPA UNICA,2014,8,6,0.55,0.6,0.58,2014-08-06
PAPA CANCHAN,2014,8,6,0.75,0.8,0.78,2014-08-06
PAPA BLANCA/VALLE/OTROS,2014,8,5,0.55,0.67,0.61,2014-08-05
PAPA COLOR/VALLE/OTROS,2014,8,5,0.55,0.8,0.68,2014-08-05
PAPA NEGRA ANDINA,2014,8,5,0.78,0.85,0.81,2014-08-05
PAPA YUNGAY,2014,8,5,0.63,0.67,0.65,2014-08-05
PAPA UNICA,2014,8,5,0.55,0.6,0.58,2014-08-05
PAPA CANCHAN,2014,8,5,0.75,0.8,0.78,2014-08-05
PAPA BLANCA/VALLE/OTROS,2014,8,4,0.63,0.68,0.65,2014-08-04
PAPA COLOR/VALLE/OTROS,2014,8,4,0.6,0.83,0.73,2014-08-04
PAPA NEGRA ANDINA,2014,8,4,0.8,0.9,0.85,2014-08-04
PAPA YUNGAY,2014,8,4,0.65,0.68,0.66,2014-08-04
PAPA UNICA,2014,8,4,0.6,0.68,0.64,2014-08-04
PAPA CANCHAN,2014,8,4,0.8,0.83,0.81,2014-08-04
PAPA BLANCA/VALLE/OTROS,2014,8,3,0.53,0.7,0.62,2014-08-03
PAPA COLOR/VALLE/OTROS,2014,8,3,0.6,0.95,0.76,2014-08-03
PAPA NEGRA ANDINA,2014,8,3,0.75,0.85,0.81,2014-08-03
PAPA YUNGAY,2014,8,3,0.65,0.7,0.67,2014-08-03
PAPA UNICA,2014,8,3,0.6,0.65,0.62,2014-08-03
PAPA CANCHAN,2014,8,3,0.85,0.95,0.91,2014-08-03
PAPA BLANCA/VALLE/OTROS,2014,8,2,0.55,0.68,0.62,2014-08-02
PAPA COLOR/VALLE/OTROS,2014,8,2,0.6,0.9,0.75,2014-08-02
PAPA NEGRA ANDINA,2014,8,2,0.8,0.85,0.83,2014-08-02
PAPA YUNGAY,2014,8,2,0.65,0.68,0.67,2014-08-02
PAPA UNICA,2014,8,2,0.6,0.65,0.62,2014-08-02
PAPA CANCHAN,2014,8,2,0.85,0.95,0.9,2014-08-02
PAPA BLANCA/VALLE/OTROS,2014,8,1,0.55,0.73,0.63,2014-08-01
PAPA COLOR/VALLE/OTROS,2014,8,1,0.55,0.9,0.73,2014-08-01
PAPA NEGRA ANDINA,2014,8,1,0.75,0.9,0.85,2014-08-01
PAPA YUNGAY,2014,8,1,0.65,0.73,0.68,2014-08-01
PAPA UNICA,2014,8,1,0.55,0.7,0.63,2014-08-01
PAPA CANCHAN,2014,8,1,0.78,0.9,0.86,2014-08-01
PAPA BLANCA/VALLE/OTROS,2014,7,31,0.5,0.7,0.61,2014-07-31
PAPA COLOR/VALLE/OTROS,2014,7,31,0.55,1.0,0.75,2014-07-31
PAPA NEGRA ANDINA,2014,7,31,0.55,0.75,0.69,2014-07-31
PAPA YUNGAY,2014,7,31,0.65,0.7,0.69,2014-07-31
PAPA UNICA,2014,7,31,0.55,0.63,0.6,2014-07-31
PAPA CANCHAN,2014,7,31,0.8,1.0,0.91,2014-07-31
PAPA BLANCA/VALLE/OTROS,2014,7,30,0.58,0.65,0.62,2014-07-30
PAPA COLOR/VALLE/OTROS,2014,7,30,0.65,0.95,0.8,2014-07-30
PAPA NEGRA ANDINA,2014,7,30,0.75,0.8,0.78,2014-07-30
PAPA YUNGAY,2014,7,30,0.6,0.65,0.63,2014-07-30
PAPA UNICA,2014,7,30,0.65,0.7,0.68,2014-07-30
PAPA CANCHAN,2014,7,30,0.9,0.95,0.92,2014-07-30
PAPA BLANCA/VALLE/OTROS,2014,7,29,0.5,0.58,0.55,2014-07-29
PAPA COLOR/VALLE/OTROS,2014,7,29,0.8,1.0,0.92,2014-07-29
PAPA NEGRA ANDINA,2014,7,29,0.8,0.95,0.9,2014-07-29
PAPA YUNGAY,2014,7,29,0.6,0.73,0.68,2014-07-29
PAPA UNICA,2014,7,29,0.65,0.72,0.69,2014-07-29
PAPA CANCHAN,2014,7,29,0.8,1.0,0.92,2014-07-29
PAPA BLANCA/VALLE/OTROS,2014,7,28,0.52,0.59,0.56,2014-07-28
PAPA COLOR/VALLE/OTROS,2014,7,28,0.84,0.98,0.91,2014-07-28
PAPA NEGRA ANDINA,2014,7,28,0.78,0.88,0.83,2014-07-28
PAPA YUNGAY,2014,7,28,0.6,0.69,0.65,2014-07-28
PAPA UNICA,2014,7,28,0.65,0.71,0.68,2014-07-28
PAPA CANCHAN,2014,7,28,0.85,0.95,0.9,2014-07-28
PAPA BLANCA/VALLE/OTROS,2014,7,27,0.55,0.6,0.58,2014-07-27
PAPA COLOR/VALLE/OTROS,2014,7,27,0.88,0.95,0.91,2014-07-27
PAPA NEGRA ANDINA,2014,7,27,0.75,0.8,0.78,2014-07-27
PAPA YUNGAY,2014,7,27,0.6,0.65,0.63,2014-07-27
PAPA UNICA,2014,7,27,0.65,0.7,0.68,2014-07-27
PAPA CANCHAN,2014,7,27,0.88,0.95,0.91,2014-07-27
PAPA BLANCA/VALLE/OTROS,2014,7,26,0.5,0.7,0.59,2014-07-26
PAPA COLOR/VALLE/OTROS,2014,7,26,0.65,0.95,0.79,2014-07-26
PAPA NEGRA ANDINA,2014,7,26,0.58,0.75,0.71,2014-07-26
PAPA YUNGAY,2014,7,26,0.6,0.7,0.64,2014-07-26
PAPA UNICA,2014,7,26,0.65,0.7,0.66,2014-07-26
PAPA CANCHAN,2014,7,26,0.85,0.95,0.93,2014-07-26
PAPA BLANCA/VALLE/OTROS,2014,7,25,0.55,0.68,0.61,2014-07-25
PAPA COLOR/VALLE/OTROS,2014,7,25,0.6,1.0,0.8,2014-07-25
PAPA NEGRA ANDINA,2014,7,25,0.75,1.1,0.89,2014-07-25
PAPA YUNGAY,2014,7,25,0.6,0.68,0.65,2014-07-25
PAPA UNICA,2014,7,25,0.6,0.75,0.68,2014-07-25
PAPA CANCHAN,2014,7,25,0.85,1.0,0.93,2014-07-25
PAPA BLANCA/VALLE/OTROS,2014,7,24,0.6,0.73,0.66,2014-07-24
PAPA COLOR/VALLE/OTROS,2014,7,24,0.7,1.0,0.84,2014-07-24
PAPA NEGRA ANDINA,2014,7,24,0.7,0.8,0.76,2014-07-24
PAPA YUNGAY,2014,7,24,0.6,0.73,0.66,2014-07-24
PAPA UNICA,2014,7,24,0.7,0.72,0.71,2014-07-24
PAPA CANCHAN,2014,7,24,0.95,1.0,0.98,2014-07-24
PAPA BLANCA/VALLE/OTROS,2014,7,23,0.55,0.7,0.63,2014-07-23
PAPA COLOR/VALLE/OTROS,2014,7,23,0.75,0.9,0.81,2014-07-23
PAPA NEGRA ANDINA,2014,7,23,0.75,0.95,0.8,2014-07-23
PAPA YUNGAY,2014,7,23,0.6,0.65,0.63,2014-07-23
PAPA UNICA,2014,7,23,0.75,0.78,0.76,2014-07-23
PAPA CANCHAN,2014,7,23,0.8,0.9,0.84,2014-07-23
PAPA BLANCA/VALLE/OTROS,2014,7,22,0.55,0.65,0.61,2014-07-22
PAPA COLOR/VALLE/OTROS,2014,7,22,0.65,0.8,0.73,2014-07-22
PAPA NEGRA ANDINA,2014,7,22,0.75,0.8,0.78,2014-07-22
PAPA YUNGAY,2014,7,22,0.63,0.65,0.64,2014-07-22
PAPA UNICA,2014,7,22,0.65,0.7,0.68,2014-07-22
PAPA CANCHAN,2014,7,22,0.75,0.8,0.78,2014-07-22
PAPA BLANCA/VALLE/OTROS,2014,7,21,0.55,0.6,0.58,2014-07-21
PAPA COLOR/VALLE/OTROS,2014,7,21,0.65,0.75,0.7,2014-07-21
PAPA NEGRA ANDINA,2014,7,21,0.75,0.8,0.78,2014-07-21
PAPA YUNGAY,2014,7,21,0.55,0.6,0.58,2014-07-21
PAPA UNICA,2014,7,21,0.7,0.75,0.73,2014-07-21
PAPA CANCHAN,2014,7,21,0.65,0.7,0.68,2014-07-21
PAPA BLANCA/VALLE/OTROS,2014,7,20,0.55,0.65,0.6,2014-07-20
PAPA COLOR/VALLE/OTROS,2014,7,20,0.65,0.75,0.7,2014-07-20
PAPA NEGRA ANDINA,2014,7,20,0.65,0.75,0.69,2014-07-20
PAPA YUNGAY,2014,7,20,0.55,0.6,0.58,2014-07-20
PAPA UNICA,2014,7,20,0.65,0.75,0.7,2014-07-20
PAPA CANCHAN,2014,7,20,0.65,0.75,0.7,2014-07-20
PAPA BLANCA/VALLE/OTROS,2014,7,19,0.55,0.65,0.6,2014-07-19
PAPA COLOR/VALLE/OTROS,2014,7,19,0.65,0.75,0.7,2014-07-19
PAPA NEGRA ANDINA,2014,7,19,0.65,0.7,0.66,2014-07-19
PAPA YUNGAY,2014,7,19,0.55,0.63,0.6,2014-07-19
PAPA UNICA,2014,7,19,0.65,0.75,0.7,2014-07-19
PAPA CANCHAN,2014,7,19,0.65,0.75,0.69,2014-07-19
PAPA BLANCA/VALLE/OTROS,2014,7,18,0.55,0.65,0.61,2014-07-18
PAPA COLOR/VALLE/OTROS,2014,7,18,0.65,0.75,0.7,2014-07-18
PAPA NEGRA ANDINA,2014,7,18,0.6,0.85,0.68,2014-07-18
PAPA YUNGAY,2014,7,18,0.55,0.63,0.6,2014-07-18
PAPA UNICA,2014,7,18,0.65,0.75,0.7,2014-07-18
PAPA CANCHAN,2014,7,18,0.65,0.75,0.7,2014-07-18
PAPA BLANCA/VALLE/OTROS,2014,7,17,0.5,0.6,0.54,2014-07-17
PAPA COLOR/VALLE/OTROS,2014,7,17,0.45,0.75,0.61,2014-07-17
PAPA NEGRA ANDINA,2014,7,17,0.65,0.7,0.68,2014-07-17
PAPA YUNGAY,2014,7,17,0.5,0.6,0.55,2014-07-17
PAPA UNICA,2014,7,17,0.45,0.55,0.49,2014-07-17
PAPA CANCHAN,2014,7,17,0.7,0.75,0.72,2014-07-17
PAPA BLANCA/VALLE/OTROS,2014,7,16,0.55,0.6,0.58,2014-07-16
PAPA COLOR/VALLE/OTROS,2014,7,16,0.6,0.7,0.65,2014-07-16
PAPA NEGRA ANDINA,2014,7,16,0.65,0.75,0.7,2014-07-16
PAPA YUNGAY,2014,7,16,0.55,0.6,0.58,2014-07-16
PAPA UNICA,2014,7,16,0.65,0.7,0.66,2014-07-16
PAPA CANCHAN,2014,7,16,0.6,0.65,0.63,2014-07-16
PAPA BLANCA/VALLE/OTROS,2014,7,15,0.65,0.8,0.73,2014-07-15
PAPA COLOR/VALLE/OTROS,2014,7,15,0.8,0.85,0.83,2014-07-15
PAPA NEGRA ANDINA,2014,7,15,0.8,0.85,0.83,2014-07-15
PAPA YUNGAY,2014,7,15,0.65,0.7,0.68,2014-07-15
PAPA UNICA,2014,7,15,0.8,0.85,0.82,2014-07-15
PAPA CANCHAN,2014,7,15,0.8,0.85,0.82,2014-07-15
PAPA BLANCA/VALLE/OTROS,2014,7,14,0.68,0.8,0.74,2014-07-14
PAPA COLOR/VALLE/OTROS,2014,7,14,0.8,0.9,0.85,2014-07-14
PAPA NEGRA ANDINA,2014,7,14,0.8,0.85,0.83,2014-07-14
PAPA YUNGAY,2014,7,14,0.68,0.72,0.7,2014-07-14
PAPA UNICA,2014,7,14,0.8,0.85,0.82,2014-07-14
PAPA CANCHAN,2014,7,14,0.85,0.9,0.87,2014-07-14
PAPA BLANCA/VALLE/OTROS,2014,7,13,0.68,0.9,0.79,2014-07-13
PAPA COLOR/VALLE/OTROS,2014,7,13,0.83,0.9,0.85,2014-07-13
PAPA NEGRA ANDINA,2014,7,13,0.8,0.85,0.83,2014-07-13
PAPA YUNGAY,2014,7,13,0.68,0.73,0.7,2014-07-13
PAPA UNICA,2014,7,13,0.83,0.85,0.84,2014-07-13
PAPA CANCHAN,2014,7,13,0.83,0.9,0.87,2014-07-13
PAPA BLANCA/VALLE/OTROS,2014,7,12,0.68,0.9,0.79,2014-07-12
PAPA COLOR/VALLE/OTROS,2014,7,12,0.8,0.9,0.85,2014-07-12
PAPA NEGRA ANDINA,2014,7,12,0.8,0.85,0.83,2014-07-12
PAPA YUNGAY,2014,7,12,0.68,0.72,0.7,2014-07-12
PAPA UNICA,2014,7,12,0.8,0.85,0.82,2014-07-12
PAPA CANCHAN,2014,7,12,0.85,0.9,0.88,2014-07-12
PAPA BLANCA/VALLE/OTROS,2014,7,11,0.68,0.9,0.77,2014-07-11
PAPA COLOR/VALLE/OTROS,2014,7,11,0.8,0.9,0.85,2014-07-11
PAPA NEGRA ANDINA,2014,7,11,0.8,0.85,0.83,2014-07-11
PAPA YUNGAY,2014,7,11,0.68,0.72,0.7,2014-07-11
PAPA UNICA,2014,7,11,0.8,0.85,0.82,2014-07-11
PAPA CANCHAN,2014,7,11,0.8,0.9,0.86,2014-07-11
PAPA BLANCA/VALLE/OTROS,2014,7,10,0.68,0.9,0.79,2014-07-10
PAPA COLOR/VALLE/OTROS,2014,7,10,0.8,0.9,0.84,2014-07-10
PAPA NEGRA ANDINA,2014,7,10,0.8,0.85,0.83,2014-07-10
PAPA YUNGAY,2014,7,10,0.68,0.72,0.7,2014-07-10
PAPA UNICA,2014,7,10,0.8,0.85,0.82,2014-07-10
PAPA CANCHAN,2014,7,10,0.8,0.9,0.86,2014-07-10
PAPA BLANCA/VALLE/OTROS,2014,7,9,0.68,0.85,0.76,2014-07-09
PAPA COLOR/VALLE/OTROS,2014,7,9,0.8,0.9,0.85,2014-07-09
PAPA NEGRA ANDINA,2014,7,9,0.8,0.85,0.83,2014-07-09
PAPA YUNGAY,2014,7,9,0.68,0.72,0.7,2014-07-09
PAPA UNICA,2014,7,9,0.8,0.85,0.83,2014-07-09
PAPA CANCHAN,2014,7,9,0.85,0.9,0.87,2014-07-09
PAPA BLANCA/VALLE/OTROS,2014,7,8,0.7,0.85,0.78,2014-07-08
PAPA COLOR/VALLE/OTROS,2014,7,8,0.85,0.9,0.88,2014-07-08
PAPA NEGRA ANDINA,2014,7,8,0.8,0.85,0.83,2014-07-08
PAPA YUNGAY,2014,7,8,0.7,0.75,0.72,2014-07-08
PAPA UNICA,2014,7,8,0.85,0.9,0.87,2014-07-08
PAPA CANCHAN,2014,7,8,0.85,0.9,0.87,2014-07-08
PAPA BLANCA/VALLE/OTROS,2014,7,7,0.7,0.85,0.78,2014-07-07
PAPA COLOR/VALLE/OTROS,2014,7,7,0.85,0.9,0.88,2014-07-07
PAPA NEGRA ANDINA,2014,7,7,0.75,0.8,0.78,2014-07-07
PAPA YUNGAY,2014,7,7,0.7,0.75,0.72,2014-07-07
PAPA UNICA,2014,7,7,0.85,0.9,0.87,2014-07-07
PAPA CANCHAN,2014,7,7,0.85,0.9,0.88,2014-07-07
PAPA BLANCA/VALLE/OTROS,2014,7,6,0.7,0.85,0.78,2014-07-06
PAPA COLOR/VALLE/OTROS,2014,7,6,0.85,0.9,0.88,2014-07-06
PAPA NEGRA ANDINA,2014,7,6,0.75,0.8,0.78,2014-07-06
PAPA YUNGAY,2014,7,6,0.7,0.75,0.72,2014-07-06
PAPA UNICA,2014,7,6,0.85,0.9,0.87,2014-07-06
PAPA CANCHAN,2014,7,6,0.85,0.9,0.88,2014-07-06
PAPA BLANCA/VALLE/OTROS,2014,7,5,0.7,0.8,0.75,2014-07-05
PAPA COLOR/VALLE/OTROS,2014,7,5,0.8,0.9,0.84,2014-07-05
PAPA NEGRA ANDINA,2014,7,5,0.8,0.85,0.83,2014-07-05
PAPA YUNGAY,2014,7,5,0.7,0.75,0.73,2014-07-05
PAPA UNICA,2014,7,5,0.8,0.9,0.85,2014-07-05
PAPA CANCHAN,2014,7,5,0.8,0.85,0.82,2014-07-05
PAPA BLANCA/VALLE/OTROS,2014,7,4,0.7,0.8,0.75,2014-07-04
PAPA COLOR/VALLE/OTROS,2014,7,4,0.8,0.9,0.85,2014-07-04
PAPA NEGRA ANDINA,2014,7,4,0.78,0.85,0.81,2014-07-04
PAPA YUNGAY,2014,7,4,0.7,0.75,0.72,2014-07-04
PAPA UNICA,2014,7,4,0.85,0.9,0.87,2014-07-04
PAPA CANCHAN,2014,7,4,0.8,0.85,0.82,2014-07-04
PAPA BLANCA/VALLE/OTROS,2014,7,3,0.7,0.8,0.75,2014-07-03
PAPA COLOR/VALLE/OTROS,2014,7,3,0.78,0.85,0.82,2014-07-03
PAPA NEGRA ANDINA,2014,7,3,0.78,0.85,0.81,2014-07-03
PAPA YUNGAY,2014,7,3,0.7,0.75,0.73,2014-07-03
PAPA UNICA,2014,7,3,0.8,0.85,0.82,2014-07-03
PAPA CANCHAN,2014,7,3,0.78,0.85,0.82,2014-07-03
PAPA BLANCA/VALLE/OTROS,2014,7,2,0.7,0.8,0.75,2014-07-02
PAPA COLOR/VALLE/OTROS,2014,7,2,0.75,0.9,0.84,2014-07-02
PAPA NEGRA ANDINA,2014,7,2,0.85,0.9,0.88,2014-07-02
PAPA YUNGAY,2014,7,2,0.7,0.75,0.73,2014-07-02
PAPA UNICA,2014,7,2,0.85,0.9,0.88,2014-07-02
PAPA CANCHAN,2014,7,2,0.75,0.85,0.8,2014-07-02
PAPA BLANCA/VALLE/OTROS,2014,7,1,0.7,0.8,0.74,2014-07-01
PAPA COLOR/VALLE/OTROS,2014,7,1,0.8,0.95,0.88,2014-07-01
PAPA NEGRA ANDINA,2014,7,1,0.85,0.9,0.87,2014-07-01
PAPA YUNGAY,2014,7,1,0.7,0.75,0.73,2014-07-01
PAPA UNICA,2014,7,1,0.85,0.9,0.87,2014-07-01
PAPA CANCHAN,2014,7,1,0.8,0.95,0.86,2014-07-01
PAPA BLANCA/VALLE/OTROS,2014,6,30,0.8,0.85,0.82,2014-06-30
PAPA COLOR/VALLE/OTROS,2014,6,30,0.8,0.85,0.83,2014-06-30
PAPA NEGRA ANDINA,2014,6,30,0.85,0.95,0.9,2014-06-30
PAPA YUNGAY,2014,6,30,0.7,0.75,0.73,2014-06-30
PAPA UNICA,2014,6,30,0.78,0.85,0.81,2014-06-30
PAPA CANCHAN,2014,6,30,0.8,0.9,0.85,2014-06-30
PAPA BLANCA/VALLE/OTROS,2014,6,29,0.75,0.8,0.78,2014-06-29
PAPA COLOR/VALLE/OTROS,2014,6,29,0.75,0.9,0.85,2014-06-29
PAPA NEGRA ANDINA,2014,6,29,0.85,0.9,0.89,2014-06-29
PAPA YUNGAY,2014,6,29,0.75,0.8,0.78,2014-06-29
PAPA UNICA,2014,6,29,0.85,0.9,0.88,2014-06-29
PAPA CANCHAN,2014,6,29,0.75,0.9,0.84,2014-06-29
PAPA BLANCA/VALLE/OTROS,2014,6,28,0.7,0.8,0.75,2014-06-28
PAPA COLOR/VALLE/OTROS,2014,6,28,0.75,0.9,0.81,2014-06-28
PAPA NEGRA ANDINA,2014,6,28,0.9,0.95,0.93,2014-06-28
PAPA YUNGAY,2014,6,28,0.7,0.75,0.73,2014-06-28
PAPA UNICA,2014,6,28,0.8,0.9,0.86,2014-06-28
PAPA CANCHAN,2014,6,28,0.75,0.8,0.78,2014-06-28
PAPA BLANCA/VALLE/OTROS,2014,6,27,0.75,0.85,0.8,2014-06-27
PAPA COLOR/VALLE/OTROS,2014,6,27,0.75,0.9,0.83,2014-06-27
PAPA NEGRA ANDINA,2014,6,27,0.8,0.9,0.86,2014-06-27
PAPA YUNGAY,2014,6,27,0.75,0.8,0.77,2014-06-27
PAPA UNICA,2014,6,27,0.8,0.9,0.86,2014-06-27
PAPA CANCHAN,2014,6,27,0.75,0.85,0.8,2014-06-27
PAPA BLANCA/VALLE/OTROS,2014,6,26,0.75,0.85,0.8,2014-06-26
PAPA COLOR/VALLE/OTROS,2014,6,26,0.8,0.9,0.85,2014-06-26
PAPA NEGRA ANDINA,2014,6,26,0.9,1.0,0.94,2014-06-26
PAPA YUNGAY,2014,6,26,0.75,0.8,0.78,2014-06-26
PAPA UNICA,2014,6,26,0.8,0.9,0.85,2014-06-26
PAPA CANCHAN,2014,6,26,0.8,0.9,0.86,2014-06-26
PAPA BLANCA/VALLE/OTROS,2014,6,25,0.75,0.85,0.79,2014-06-25
PAPA COLOR/VALLE/OTROS,2014,6,25,0.75,0.9,0.83,2014-06-25
PAPA NEGRA ANDINA,2014,6,25,0.9,1.0,0.95,2014-06-25
PAPA YUNGAY,2014,6,25,0.75,0.8,0.78,2014-06-25
PAPA UNICA,2014,6,25,0.8,0.9,0.85,2014-06-25
PAPA CANCHAN,2014,6,25,0.75,0.85,0.8,2014-06-25
PAPA BLANCA/VALLE/OTROS,2014,6,24,0.7,0.8,0.75,2014-06-24
PAPA COLOR/VALLE/OTROS,2014,6,24,0.85,1.0,0.93,2014-06-24
PAPA NEGRA ANDINA,2014,6,24,0.85,0.9,0.88,2014-06-24
PAPA YUNGAY,2014,6,24,0.75,0.8,0.78,2014-06-24
PAPA UNICA,2014,6,24,0.85,1.0,0.93,2014-06-24
PAPA CANCHAN,2014,6,24,0.9,1.0,0.95,2014-06-24
PAPA BLANCA/VALLE/OTROS,2014,6,23,0.75,0.83,0.8,2014-06-23
PAPA COLOR/VALLE/OTROS,2014,6,23,0.8,1.05,0.91,2014-06-23
PAPA NEGRA ANDINA,2014,6,23,0.8,0.9,0.85,2014-06-23
PAPA YUNGAY,2014,6,23,0.75,0.8,0.76,2014-06-23
PAPA UNICA,2014,6,23,0.9,1.05,0.98,2014-06-23
PAPA CANCHAN,2014,6,23,0.8,0.9,0.85,2014-06-23
PAPA BLANCA/VALLE/OTROS,2014,6,22,0.7,0.85,0.78,2014-06-22
PAPA COLOR/VALLE/OTROS,2014,6,22,0.95,1.05,1.01,2014-06-22
PAPA NEGRA ANDINA,2014,6,22,0.85,1.0,0.93,2014-06-22
PAPA YUNGAY,2014,6,22,0.7,0.83,0.77,2014-06-22
PAPA UNICA,2014,6,22,1.0,1.05,1.03,2014-06-22
PAPA CANCHAN,2014,6,22,0.95,1.05,1.0,2014-06-22
PAPA BLANCA/VALLE/OTROS,2014,6,21,0.75,0.85,0.8,2014-06-21
PAPA COLOR/VALLE/OTROS,2014,6,21,0.9,1.05,0.96,2014-06-21
PAPA NEGRA ANDINA,2014,6,21,0.85,0.9,0.88,2014-06-21
PAPA YUNGAY,2014,6,21,0.75,0.8,0.78,2014-06-21
PAPA UNICA,2014,6,21,0.9,1.05,0.98,2014-06-21
PAPA CANCHAN,2014,6,21,0.9,0.98,0.95,2014-06-21
PAPA BLANCA/VALLE/OTROS,2014,6,20,0.75,0.85,0.79,2014-06-20
PAPA COLOR/VALLE/OTROS,2014,6,20,0.9,1.0,0.95,2014-06-20
PAPA NEGRA ANDINA,2014,6,20,0.85,0.9,0.88,2014-06-20
PAPA YUNGAY,2014,6,20,0.75,0.8,0.78,2014-06-20
PAPA UNICA,2014,6,20,0.9,1.0,0.96,2014-06-20
PAPA CANCHAN,2014,6,20,0.9,1.0,0.95,2014-06-20
PAPA BLANCA/VALLE/OTROS,2014,6,19,0.75,0.85,0.8,2014-06-19
PAPA COLOR/VALLE/OTROS,2014,6,19,1.0,1.1,1.04,2014-06-19
PAPA NEGRA ANDINA,2014,6,19,0.85,0.95,0.89,2014-06-19
PAPA YUNGAY,2014,6,19,0.75,0.8,0.78,2014-06-19
PAPA UNICA,2014,6,19,1.0,1.1,1.05,2014-06-19
PAPA CANCHAN,2014,6,19,1.0,1.05,1.03,2014-06-19
PAPA BLANCA/VALLE/OTROS,2014,6,18,0.75,0.82,0.78,2014-06-18
PAPA COLOR/VALLE/OTROS,2014,6,18,1.0,1.1,1.05,2014-06-18
PAPA NEGRA ANDINA,2014,6,18,0.9,1.0,0.95,2014-06-18
