producto,date,precio_mean
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-05,0.9980645161290324
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-06,1.0993333333333335
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-07,1.0906451612903227
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-08,1.1816129032258063
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-09,1.1566666666666667
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-10,1.0696774193548388
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-11,1.192
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-12,1.3309677419354837
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022-01,1.58
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022-02,1.615185185185185
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022-03,1.2938709677419356
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022-04,1.4969999999999999
PAPA PERUANITA (INJERTO),2013-12,1.5829032258064517
PAPA PERUANITA (INJERTO),2014-01,1.5506451612903225
PAPA PERUANITA (INJERTO),2014-02,1.3933333333333333
PAPA PERUANITA (INJERTO),2014-03,1.4632258064516128
PAPA PERUANITA (INJERTO),2014-04,1.2590000000000001
PAPA PERUANITA (INJERTO),2014-05,1.1109677419354838
PAPA PERUANITA (INJERTO),2014-06,1.113
PAPA PERUANITA (INJERTO),2014-07,1.053225806451613
PAPA PERUANITA (INJERTO),2014-08,0.8529032258064516
PAPA PERUANITA (INJERTO),2014-09,0.7736666666666667
PAPA PERUANITA (INJERTO),2014-10,0.9229032258064516
PAPA PERUANITA (INJERTO),2014-11,1.0796666666666668
PAPA PERUANITA (INJERTO),2014-12,1.4893548387096776
PAPA PERUANITA (INJERTO),2015-01,1.5445161290322582
PAPA PERUANITA (INJERTO),2015-02,1.292857142857143
PAPA PERUANITA (INJERTO),2015-03,1.2670967741935484
PAPA PERUANITA (INJERTO),2015-04,0.974
PAPA PERUANITA (INJERTO),2015-05,0.8809677419354839
PAPA PERUANITA (INJERTO),2015-06,0.831
PAPA PERUANITA (INJERTO),2015-07,0.9129032258064517
PAPA PERUANITA (INJERTO),2015-08,1.0841935483870968
PAPA PERUANITA (INJERTO),2015-09,1.877
PAPA PERUANITA (INJERTO),2015-10,2.6625806451612903
